indicatorId,source,outcomeId,geographyId,period,metricKind,value,count,denominator,ciLow,ciHigh,dataStatus,periodStatus,suppressed,manifestRef
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2015,crude_rate_per_100k,15.591132068296762,41,,11.188465554418862,21.15113114261509,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2016,crude_rate_per_100k,25.870841192524324,53315,,25.651700346288532,26.091388544654816,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2016,crude_rate_per_100k,17.70669636228475,2899,,17.067943517642266,18.363238107984785,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2016,crude_rate_per_100k,17.732632299262395,2950,,17.098447264827026,18.38432335889779,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2016,crude_rate_per_100k,19.34316674189009,51,,14.402258158564951,25.43269199102014,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2017,crude_rate_per_100k,29.642070993528108,61555,,29.408360823608962,29.877176829726103,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2017,crude_rate_per_100k,20.232463653433516,3329,,19.550948195669065,20.93167263447679,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2017,crude_rate_per_100k,20.318254321621517,3397,,19.640675870133844,21.01324461962131,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2017,crude_rate_per_100k,25.640928955773166,68,,19.91118463076024,32.50598721574562,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2018,crude_rate_per_100k,31.50292884861932,65682,,31.26246179536608,31.744785925127385,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2018,crude_rate_per_100k,24.69806599517455,4171,,23.95415679619061,25.459203125893552,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2018,crude_rate_per_100k,24.790267576381297,4254,,24.050846501450714,25.54664264456281,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2018,crude_rate_per_100k,30.51493025684012,83,,24.30497161663067,37.827847189047745,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2019,crude_rate_per_100k,32.18602205478661,67638,,31.943912613195256,32.42951056447627,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2019,crude_rate_per_100k,20.40380225178645,3467,,19.73021754210578,21.094518087912533,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2019,crude_rate_per_100k,20.76462111690725,3585,,20.090407584694383,21.455693287557875,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2019,crude_rate_per_100k,43.221543375382765,118,,35.775613870557684,51.76018809571102,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2020,crude_rate_per_100k,10.4686678268842,22168,,10.331307077607272,10.607398495248033,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2020,crude_rate_per_100k,8.816886719270386,1507,,8.377303444582692,9.273550631992798,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2020,crude_rate_per_100k,8.74112334030224,1518,,8.306879224682588,9.192178087422516,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2020,crude_rate_per_100k,4.014774369680424,11,,2.0041609001988543,7.183540342387972,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2021,crude_rate_per_100k,21.932082231605797,46785,,21.733791485857523,22.13173190559914,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2021,crude_rate_per_100k,18.32046963700686,3149,,17.686118005024813,18.971761305202698,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2021,crude_rate_per_100k,18.478700734893405,3227,,17.84658310844661,19.127490501266415,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2021,crude_rate_per_100k,28.371374011093934,78,,22.426393818321483,35.40875877089017,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2022,crude_rate_per_100k,39.91367847773819,81057,,39.63937183349566,40.18941201556984,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2022,crude_rate_per_100k,35.14079205825697,5550,,34.222290396855975,36.07770265332799,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2022,crude_rate_per_100k,35.259661464895984,5661,,34.34707394876168,36.19035720123505,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2022,crude_rate_per_100k,42.437194863187834,111,,34.91064403993701,51.1053292669436,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2024,crude_rate_per_100k,47.539381537864486,101061,,47.24673138174214,47.83339463315439,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2024,crude_rate_per_100k,28.436022874203626,4817,,27.638604530046823,29.250610253608812,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2024,crude_rate_per_100k,28.856519334651942,4969,,28.059695505171142,29.670231865830328,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2024,crude_rate_per_100k,54.30549700247947,152,,46.01553941577811,63.657560380063344,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,brazil_total,2025,crude_rate_per_100k,56.30044802003282,120157,,55.98255630525836,56.61969720729422,provisional,provisional_2025,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rest_of_rj_excluding_vr,2025,crude_rate_per_100k,36.267432565593005,6145,,35.366251256208216,37.18576954945579,provisional,provisional_2025,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,rj_total,2025,crude_rate_per_100k,36.54880147509685,6295,,35.65144703522988,37.463031854870074,provisional,provisional_2025,False,reports/quality/respiratory_rates_manifest.json
sih-acute-bronchitis-bronchiolitis,SIH,acute_bronchitis_bronchiolitis,volta_redonda,2025,crude_rate_per_100k,53.57697761553875,150,,45.34618274794349,62.869785119556845,provisional,provisional_2025,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2008,crude_rate_per_100k,32.815818579949095,62223,,32.558475156975454,33.074690503094295,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2008,crude_rate_per_100k,29.55955115855186,4615,,28.71280859299032,30.424924256736396,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2008,crude_rate_per_100k,30.027036933759447,4766,,29.18054111891292,30.89185687709066,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2008,crude_rate_per_100k,58.119171243711776,151,,49.218945949554445,68.16371639625746,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2009,crude_rate_per_100k,35.828689303978166,68605,,35.56108163025854,36.09781047038821,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2009,crude_rate_per_100k,31.913084656790836,5026,,31.036835641104965,32.807798950778505,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2009,crude_rate_per_100k,32.4538461773885,5196,,31.57734800568158,33.348506725502205,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2009,crude_rate_per_100k,65.03368362260571,170,,55.624886080058346,75.57812032638219,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2010,crude_rate_per_100k,39.156869878435515,74694,,38.87655632639471,39.43870259255426,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2010,crude_rate_per_100k,34.64884529910325,5451,,33.73506917227461,35.58110305920487,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2010,crude_rate_per_100k,35.2284240911889,5633,,34.314396510778664,36.160633981670365,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2010,crude_rate_per_100k,70.5965407695023,182,,60.71230780138749,81.63131677302393,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2011,crude_rate_per_100k,41.91303609520083,80632,,41.624232034717735,42.20334642768643,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2011,crude_rate_per_100k,39.63751980141375,6284,,38.663484295936485,40.62988952819059,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2011,crude_rate_per_100k,40.26022241616198,6487,,39.28639314746388,41.25208997703569,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2011,crude_rate_per_100k,78.37474711596373,203,,67.96352525084639,89.92968498605298,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2012,crude_rate_per_100k,43.740325895204116,84833,,43.44647563555526,44.03567020765559,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rest_of_rj_excluding_vr,2012,crude_rate_per_100k,38.46928077033733,6144,,37.51331013940896,39.44345158964951,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,rj_total,2012,crude_rate_per_100k,39.01705124615213,6333,,38.061956455738994,39.99005333186588,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,volta_redonda,2012,crude_rate_per_100k,72.64201706510877,189,,62.65440736604571,83.76914855757516,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
sih-acute-myocardial-infarction,SIH,acute_myocardial_infarction,brazil_total,2013,crude_rate_per_100k,43.057171282082976,86559,,42.77080419780472,43.34497974132257,source_observed,complete_annual,False,reports/quality/respiratory_rates_manifest.json
